row_index,biet_duoc,link_slot,url,file_id,status,http_status,local_path,file_size
525,Tenamyd-cefotaxime 2000,1,https://docs.google.com/document/d/1fua_shByzQRxJjE9tA5buqX_bEB7i3DX/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1fua_shByzQRxJjE9tA5buqX_bEB7i3DX,ok,200,dataset\hdsd_raw\0525_Tenamyd-cefotaxime_2000_1_1fua_shByzQRxJjE9tA5buqX_bEB7i3DX.pdf,283663
526,Vixcar,1,https://drive.google.com/file/d/1syElALMDgRp5zG_7DyTlbL5f1fxWf1L1/view?usp=sharing,1syElALMDgRp5zG_7DyTlbL5f1fxWf1L1,bad_response:text/html,404,,0
527,"Ocedetan 8/12,5",1,https://drive.google.com/file/d/1HDaPCXietozQ9uC4BGQduA-S7bgAahwo/view?usp=sharing,1HDaPCXietozQ9uC4BGQduA-S7bgAahwo,bad_response:text/html,404,,0
527,"Ocedetan 8/12,5",2,https://drive.google.com/file/d/1HDaPCXietozQ9uC4BGQduA-S7bgAahwo/view?usp=sharing,1HDaPCXietozQ9uC4BGQduA-S7bgAahwo,bad_response:text/html,404,,0
528,Savdiaride 2,1,https://drive.google.com/file/d/1PtJ4x9ZO-vCxNnk_hICR8m3_WX3nXTZk/view?usp=sharing,1PtJ4x9ZO-vCxNnk_hICR8m3_WX3nXTZk,bad_response:text/html,404,,0
529,METRONIDAZOLE / VIOSER,1,https://docs.google.com/document/d/1ohmb3f2MAvBDl3M4XyPhCMDrgRHU8OSJ/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1ohmb3f2MAvBDl3M4XyPhCMDrgRHU8OSJ,ok,200,dataset\hdsd_raw\0529_METRONIDAZOLE_VIOSER_1_1ohmb3f2MAvBDl3M4XyPhCMDrgRHU8OSJ.pdf,311971
530,Saferon,1,https://drive.google.com/file/d/1UGlPc6gJf6Il489phogoEtbzbc8nB16M/view?usp=sharing,1UGlPc6gJf6Il489phogoEtbzbc8nB16M,bad_response:text/html,404,,0
531,Rinalix-Xepa,1,https://drive.google.com/file/d/183CTIVh9ACyOtwRU5Xyp_tFW4rPTp0mr/view?usp=sharing,183CTIVh9ACyOtwRU5Xyp_tFW4rPTp0mr,bad_response:text/html,404,,0
532,Natrilix SR,1,https://drive.google.com/file/d/1bfPody5-RGWcb2MquiIxYmVE4_RKSa_4/view?usp=drive_link,1bfPody5-RGWcb2MquiIxYmVE4_RKSa_4,bad_response:text/html,404,,0
533,Ramipril Cap DWP 10mg,1,https://drive.google.com/file/d/1_ZS9Cs1xOKb7mmbu8ORmp3SIFEiW09_b/view?usp=drive_link,1_ZS9Cs1xOKb7mmbu8ORmp3SIFEiW09_b,ok,200,dataset\hdsd_raw\0533_Ramipril_Cap_DWP_10mg_1_1_ZS9Cs1xOKb7mmbu8ORmp3SIFEiW09_b.pdf,8652586
534,Silverzinc 50,1,https://drive.google.com/file/d/1HlXtIT0ugp6BNFyH-Q12e19pJo0wmF-i/view?usp=sharing,1HlXtIT0ugp6BNFyH-Q12e19pJo0wmF-i,bad_response:text/html,404,,0
535,CIPROFLOXACIN 200mg/100ml,1,https://docs.google.com/document/d/1QrM-BnjDaHrY_ouQ5GFM3pzL_7298Eg9/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1QrM-BnjDaHrY_ouQ5GFM3pzL_7298Eg9,ok,200,dataset\hdsd_raw\0535_CIPROFLOXACIN_200mg_100ml_1_1QrM-BnjDaHrY_ouQ5GFM3pzL_7298Eg9.pdf,292528
536,Savprocal D,1,https://drive.google.com/file/d/1UOnCs5HDW8Xy1E7hFUV14ENTP_ST_OB7/view?usp=sharing,1UOnCs5HDW8Xy1E7hFUV14ENTP_ST_OB7,bad_response:text/html,404,,0
537,Moritius,1,https://drive.google.com/file/d/1QBHxzLpCBqdUKdpMm2OTWREUXqQybosB/view?usp=sharing,1QBHxzLpCBqdUKdpMm2OTWREUXqQybosB,bad_response:text/html,404,,0
538,Hoạt huyết dưỡng não,1,https://drive.google.com/file/d/1m6xufNvAtlMjl7srgeuTDsc4MOxxsmex/view?usp=sharing,1m6xufNvAtlMjl7srgeuTDsc4MOxxsmex,bad_response:text/html,404,,0
539,CEFTAZIDIME 2000,1,https://docs.google.com/document/d/1_5puyus2EwwV450BHUte0KkkOdokDtqM/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1_5puyus2EwwV450BHUte0KkkOdokDtqM,ok,200,dataset\hdsd_raw\0539_CEFTAZIDIME_2000_1_1_5puyus2EwwV450BHUte0KkkOdokDtqM.pdf,330958
540,Gygaril-10,1,https://drive.google.com/file/d/1O-Xl0vnMn0PreHwNhcMDU--aflLZAnaG/view?usp=sharing,1O-Xl0vnMn0PreHwNhcMDU--aflLZAnaG,ok,200,dataset\hdsd_raw\0540_Gygaril-10_1_1O-Xl0vnMn0PreHwNhcMDU--aflLZAnaG.pdf,1365666
541,Fexodinefast 180,1,https://drive.google.com/file/d/19YMhqYoNvZFlQseQXaXIpb7sr2pOfOTM/view?usp=sharing,19YMhqYoNvZFlQseQXaXIpb7sr2pOfOTM,bad_response:text/html,404,,0
542,Cefotaxime 1g,1,https://docs.google.com/document/d/1XKIsjuaU1x1aRPMKxZl0h5XmuLzan_-J/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1XKIsjuaU1x1aRPMKxZl0h5XmuLzan_-J,ok,200,dataset\hdsd_raw\0542_Cefotaxime_1g_1_1XKIsjuaU1x1aRPMKxZl0h5XmuLzan_-J.pdf,112644
543,Micardis 40mg; Micardis 80mg,1,https://drive.google.com/file/d/16jSoEnps_2dihbm9sxiBh3rFcbSD48fA/view?usp=sharing,16jSoEnps_2dihbm9sxiBh3rFcbSD48fA,bad_response:text/html,404,,0
544,Ezetimibe Tablets 10mg,1,https://drive.google.com/file/d/1ZQ5WVKtgSG_uJVyM7PkWYLRo7-RWFuvp/view?usp=sharing,1ZQ5WVKtgSG_uJVyM7PkWYLRo7-RWFuvp,bad_response:text/html,404,,0
545,Crila Forte,1,https://docs.google.com/document/d/1vtHMj_dp5F344oQ-IT2eW4gJkCVW5hxe/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1vtHMj_dp5F344oQ-IT2eW4gJkCVW5hxe,ok,200,dataset\hdsd_raw\0545_Crila_Forte_1_1vtHMj_dp5F344oQ-IT2eW4gJkCVW5hxe.pdf,73416
546,Envapil,1,Eperison 50,,no_file_id,,,0
547,Hyvalor Plus,1,https://drive.google.com/file/d/1T3YK8StxLRCLZ9fyEkoLaCHhGCp3YdqM/view?usp=drive_link,1T3YK8StxLRCLZ9fyEkoLaCHhGCp3YdqM,bad_response:text/html,404,,0
548,Candesartan BluePharma 8mg,1,https://docs.google.com/document/d/18p2wc9AY3Eu6Yf371ouOwl0FjsC9DZm6/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,18p2wc9AY3Eu6Yf371ouOwl0FjsC9DZm6,ok,200,dataset\hdsd_raw\0548_Candesartan_BluePharma_8mg_1_18p2wc9AY3Eu6Yf371ouOwl0FjsC9DZm6.pdf,170664
549,Zinnat Tablets 250mg,1,https://docs.google.com/document/d/1Xh7-gRQmC0pwuVJ50urqMP8irdh5eIzR/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1Xh7-gRQmC0pwuVJ50urqMP8irdh5eIzR,ok,200,dataset\hdsd_raw\0549_Zinnat_Tablets_250mg_1_1Xh7-gRQmC0pwuVJ50urqMP8irdh5eIzR.pdf,252929
550,Acetylcystein,1,https://drive.google.com/file/d/1cB8MKmgfkDPRDGUrfNDWtngA1HYBgp6i/view?usp=drive_link,1cB8MKmgfkDPRDGUrfNDWtngA1HYBgp6i,ok,200,dataset\hdsd_raw\0550_Acetylcystein_1_1cB8MKmgfkDPRDGUrfNDWtngA1HYBgp6i.pdf,1503214
551,Opxil IMP 500 Mg [Cefalexin],1,https://docs.google.com/document/d/1X-gI9ax0d8TgGAezjekE8RCOr-fLZ6Qb/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1X-gI9ax0d8TgGAezjekE8RCOr-fLZ6Qb,ok,200,dataset\hdsd_raw\0551_Opxil_IMP_500_Mg_Cefalexin_1_1X-gI9ax0d8TgGAezjekE8RCOr-fLZ6Qb.pdf,141931
552,Acarbose 50mg,1,https://drive.google.com/file/d/11wD5bKYXcnOMXwbv96UqVWLJc-0SLV-v/view?usp=drive_link,11wD5bKYXcnOMXwbv96UqVWLJc-0SLV-v,ok,200,dataset\hdsd_raw\0552_Acarbose_50mg_1_11wD5bKYXcnOMXwbv96UqVWLJc-0SLV-v.pdf,1085217
553,Lorastad 10 Tab,1,https://drive.google.com/file/d/1PQTqdlkUxGzxGz66oZtZCz-6RzvSiyUv/view?usp=sharing,1PQTqdlkUxGzxGz66oZtZCz-6RzvSiyUv,bad_response:text/html,404,,0
554,Cefimed 200mg,1,https://docs.google.com/document/d/10dlErAE07MrOGdX0PNc8vrxNSh1i1LEP/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,10dlErAE07MrOGdX0PNc8vrxNSh1i1LEP,ok,200,dataset\hdsd_raw\0554_Cefimed_200mg_1_10dlErAE07MrOGdX0PNc8vrxNSh1i1LEP.pdf,134008
555,CEFDINA 250,1,https://docs.google.com/document/d/11o3IupIpOfGSof8ncdw_8Ql92ERm2CEG/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,11o3IupIpOfGSof8ncdw_8Ql92ERm2CEG,ok,200,dataset\hdsd_raw\0555_CEFDINA_250_1_11o3IupIpOfGSof8ncdw_8Ql92ERm2CEG.pdf,187303
556,Lamuzid 500/5,1,https://drive.google.com/file/d/1pZHb9LqcafbM1R08SxTEXkXfCSlDGu4F/view?usp=drive_link,1pZHb9LqcafbM1R08SxTEXkXfCSlDGu4F,ok,200,dataset\hdsd_raw\0556_Lamuzid_500_5_1_1pZHb9LqcafbM1R08SxTEXkXfCSlDGu4F.pdf,10634242
557,Tetracyclin 1%,1,https://drive.google.com/file/d/1j-Si8PwnDoXcL1jORZqSurU_QHuMlEGl/view?usp=sharing,1j-Si8PwnDoXcL1jORZqSurU_QHuMlEGl,bad_response:text/html,404,,0
557,Tetracyclin 1%,2,https://drive.google.com/file/d/10a0KeSj-CGUbHg3529DbczdTUAARnvLU/view?usp=sharing,10a0KeSj-CGUbHg3529DbczdTUAARnvLU,ok,200,dataset\hdsd_raw\0557_Tetracyclin_1_2_10a0KeSj-CGUbHg3529DbczdTUAARnvLU.pdf,2428938
558,Midazolam B. Braun 1 mg/ml,1,https://docs.google.com/document/d/1HWzaVGu0_3E5W1VgsgrDC-_BBOhwl6s0/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1HWzaVGu0_3E5W1VgsgrDC-_BBOhwl6s0,ok,200,dataset\hdsd_raw\0558_Midazolam_B_Braun_1_mg_ml_1_1HWzaVGu0_3E5W1VgsgrDC-_BBOhwl6s0.pdf,398447
559,LEVODHG 250,1,https://drive.google.com/file/d/1A5qKD1DgCksumFT91fy0dkUfdSCLlWVS/view?usp=sharing,1A5qKD1DgCksumFT91fy0dkUfdSCLlWVS,bad_response:text/html,404,,0
560,COZAARR 50mg,1,https://docs.google.com/document/d/1pIfvjwcfb8brCA37WWMj5RKA6je6_F-x/edit?usp=drive_link&ouid=107745387619945059215&rtpof=true&sd=true,1pIfvjwcfb8brCA37WWMj5RKA6je6_F-x,ok,200,dataset\hdsd_raw\0560_COZAARR_50mg_1_1pIfvjwcfb8brCA37WWMj5RKA6je6_F-x.pdf,504421
561,Lamone 100,1,https://drive.google.com/file/d/19IzgUvxXYaOhAedqWuCFFPSt92NJJzEq/view?usp=drive_link,19IzgUvxXYaOhAedqWuCFFPSt92NJJzEq,bad_response:text/html,404,,0
562,LIPAGIM 300,1,https://drive.google.com/file/d/1dtLgVVS7mV-RlRMzmW6th0ltKjw7AgCN/view?usp=drive_link,1dtLgVVS7mV-RlRMzmW6th0ltKjw7AgCN,bad_response:text/html,404,,0
563,Glucose 20%,1,https://drive.google.com/file/d/1ki6IINWzYRcA13o89qnlb6-hjueh7GXm/view?usp=drive_link,1ki6IINWzYRcA13o89qnlb6-hjueh7GXm,ok,200,dataset\hdsd_raw\0563_Glucose_20_1_1ki6IINWzYRcA13o89qnlb6-hjueh7GXm.pdf,2585876
564,SaviProlol Plus HCT 5/6.25,1,https://drive.google.com/file/d/1SI9sUBGF9AFMbObuKtE7VQOMq8vT5zIU/view?usp=drive_link,1SI9sUBGF9AFMbObuKtE7VQOMq8vT5zIU,bad_response:text/html,404,,0
565,VERTIKO 24,1,https://drive.google.com/file/d/1ptsytCWp9kpFcHOKANmZJ4bO0GeKkNvE/view?usp=drive_link,1ptsytCWp9kpFcHOKANmZJ4bO0GeKkNvE,ok,200,dataset\hdsd_raw\0565_VERTIKO_24_1_1ptsytCWp9kpFcHOKANmZJ4bO0GeKkNvE.pdf,1273274
566,Azizi [Azithromycin 500mg],1,https://drive.google.com/file/d/1RAUH4ptgSTOPdJPVcITH6gvWtvKWziIF/view?usp=sharing,1RAUH4ptgSTOPdJPVcITH6gvWtvKWziIF,ok,200,dataset\hdsd_raw\0566_Azizi_Azithromycin_500mg_1_1RAUH4ptgSTOPdJPVcITH6gvWtvKWziIF.pdf,2932557
567,Ezecept 10/10 [Atorvastatin + Ezetimibe] 10mg+ 10mg,1,https://docs.google.com/document/d/1NYIfKiWxn6KTDuKm2KJqwoY-DAuhzHca/edit?usp=sharing&ouid=117534694973414002745&rtpof=true&sd=true,1NYIfKiWxn6KTDuKm2KJqwoY-DAuhzHca,ok,200,dataset\hdsd_raw\0567_Ezecept_10_10_Atorvastatin_Ezetimibe_10mg_10mg_1_1NYIfKiWxn6KTDuKm2KJqwoY-DAuhzHca.pdf,451022
568,"Pancres [170mg (tương Ứng Với 238 IU Protease, 3400IU Lipase, 4080 IU Amylase)]",1,https://drive.google.com/file/d/18yGuVo5NAZ4HBLDX_XHwtCGHPrHaLvCK/view?usp=drive_link,18yGuVo5NAZ4HBLDX_XHwtCGHPrHaLvCK,bad_response:text/html,404,,0
569,Cozaar XQ 5mg/50mg [5mg + 50mg],1,https://drive.google.com/file/d/1LVfoFNm9-YjG9pBUyw4aOzQ89OrwSkuu/view?usp=drive_link,1LVfoFNm9-YjG9pBUyw4aOzQ89OrwSkuu,bad_response:text/html,404,,0
571,Tanganil 500mg,1,https://drive.google.com/file/d/1zf8iNZyslZHioaDlFwjmOgxPRNVoEeGb/view?usp=sharing,1zf8iNZyslZHioaDlFwjmOgxPRNVoEeGb,bad_response:text/html,404,,0
571,Tanganil 500mg,2,https://drive.google.com/file/d/1NUko3AvwYCof8Swi14B1ciEtcKhTULYV/view?usp=sharing,1NUko3AvwYCof8Swi14B1ciEtcKhTULYV,ok,200,dataset\hdsd_raw\0571_Tanganil_500mg_2_1NUko3AvwYCof8Swi14B1ciEtcKhTULYV.pdf,1315010
572,Lantus,1,https://drive.google.com/file/d/1QPbOrAQIDTTv0JSwNwEaH0j2N0EXY2O_/view?usp=sharing,1QPbOrAQIDTTv0JSwNwEaH0j2N0EXY2O_,bad_response:text/html,404,,0
574,Katrypsin Fort OD,1,https://drive.google.com/file/d/1cx4TW7kh13OcYLGTfTpUri4Rz8MQ85mZ/view?usp=drive_link,1cx4TW7kh13OcYLGTfTpUri4Rz8MQ85mZ,bad_response:text/html,404,,0
575,BACQURE 500MG,1,https://drive.google.com/file/d/1OGGD69iQvxn1s5HN14dfdVTwvjHeZs_c/view?usp=sharing,1OGGD69iQvxn1s5HN14dfdVTwvjHeZs_c,bad_response:text/html,404,,0
576,Vinphacetam,1,https://drive.google.com/file/d/1rjNjYOgMdiWKww0Egz4UXHekiz18vhU4/view?usp=drive_link,1rjNjYOgMdiWKww0Egz4UXHekiz18vhU4,bad_response:text/html,404,,0
577,Colistin TZF,1,https://drive.google.com/file/d/1D-CzBJXZG88l9gYvPJ7WrpUnmKPbOmSD/view?usp=drive_link,1D-CzBJXZG88l9gYvPJ7WrpUnmKPbOmSD,bad_response:text/html,404,,0
578,Delivir 2g,1,https://drive.google.com/file/d/10HbpFbOPFnfWYedIGeD3Dvbga8d8TiW4/view?usp=drive_link,10HbpFbOPFnfWYedIGeD3Dvbga8d8TiW4,bad_response:text/html,404,,0
579,Tamiflu,1,https://drive.google.com/file/d/1FAC2n3JYR9HFPBOGRzq6B0N0omCyzVQv/view?usp=sharing,1FAC2n3JYR9HFPBOGRzq6B0N0omCyzVQv,ok,200,dataset\hdsd_raw\0579_Tamiflu_1_1FAC2n3JYR9HFPBOGRzq6B0N0omCyzVQv.pdf,5047308
579,Tamiflu,2,https://drive.google.com/file/d/1FAC2n3JYR9HFPBOGRzq6B0N0omCyzVQv/view?usp=sharing,1FAC2n3JYR9HFPBOGRzq6B0N0omCyzVQv,ok,200,dataset\hdsd_raw\0579_Tamiflu_2_1FAC2n3JYR9HFPBOGRzq6B0N0omCyzVQv.pdf,5047308
580,Meronem 500mg [*],1,https://docs.google.com/document/d/1mE0XpRMnPLrpYzFBK1wkGv4lvllvIuVe/edit?usp=sharing&ouid=117534694973414002745&rtpof=true&sd=true,1mE0XpRMnPLrpYzFBK1wkGv4lvllvIuVe,ok,200,dataset\hdsd_raw\0580_Meronem_500mg_1_1mE0XpRMnPLrpYzFBK1wkGv4lvllvIuVe.pdf,211404
581,"Mobic [Meloxicam 7,5mg]",1,https://drive.google.com/file/d/1-_KIAL9zwNK7iQAVP6loFdDdREiGRJvd/view?usp=sharing,1-_KIAL9zwNK7iQAVP6loFdDdREiGRJvd,bad_response:text/html,404,,0
582,Glucophage 850 Mg [Metformin],1,https://drive.google.com/file/d/1dS4-t1pM8ukIyC9TgfhQkTNWP2AvkKQM/view?usp=sharing,1dS4-t1pM8ukIyC9TgfhQkTNWP2AvkKQM,ok,200,dataset\hdsd_raw\0582_Glucophage_850_Mg_Metformin_1_1dS4-t1pM8ukIyC9TgfhQkTNWP2AvkKQM.pdf,6222189
583,Mobic [Meloxicam 15mg],1,https://drive.google.com/file/d/1CGGku9QHU5WubEYtD8wl4wdqs4o__5F7/view?usp=sharing,1CGGku9QHU5WubEYtD8wl4wdqs4o__5F7,bad_response:text/html,404,,0
584,Glucophage XR 1000mg,1,https://drive.google.com/file/d/1j9EwyJDE4GYgV6AeFVQJndUPnk8iD1k_/view?usp=sharing,1j9EwyJDE4GYgV6AeFVQJndUPnk8iD1k_,ok,200,dataset\hdsd_raw\0584_Glucophage_XR_1000mg_1_1j9EwyJDE4GYgV6AeFVQJndUPnk8iD1k_.pdf,7494377
586,Methylprednisolone MKP 16mg,1,https://docs.google.com/document/d/1yc4WrvGwP9lTVhOCwv0UvSaLbBeD9eWO/edit?usp=sharing&ouid=117534694973414002745&rtpof=true&sd=true,1yc4WrvGwP9lTVhOCwv0UvSaLbBeD9eWO,ok,200,dataset\hdsd_raw\0586_Methylprednisolone_MKP_16mg_1_1yc4WrvGwP9lTVhOCwv0UvSaLbBeD9eWO.pdf,130716
587,"Gastro-kite [Magnesi Trisilicat + Nhôm Hydroxyd 0,6g + 0,5g]",1,https://drive.google.com/file/d/1GxYr-dqE1cQ1ZAKRZlMTK_BkBfThFLCO/view?usp=drive_link,1GxYr-dqE1cQ1ZAKRZlMTK_BkBfThFLCO,ok,200,dataset\hdsd_raw\0587_Gastro-kite_Magnesi_Trisilicat_Nhôm_Hydroxyd_0_6g_0_5g_1_1GxYr-dqE1cQ1ZAKRZlMTK_BkBfThFLCO.pdf,428518
588,Magnesi-BFS 15% 750 Mg/5 Ml,1,https://drive.google.com/file/d/16Hjgt85HtrWekhxgwBLi5JabJp1frZUA/view?usp=drive_link,16Hjgt85HtrWekhxgwBLi5JabJp1frZUA,ok,200,dataset\hdsd_raw\0588_Magnesi-BFS_15_750_Mg_5_Ml_1_16Hjgt85HtrWekhxgwBLi5JabJp1frZUA.pdf,1191432
589,"Xylometazolin 0,05% 10ml",1,https://drive.google.com/file/d/1LBD_lUy419AmFG5iLbio1rkl8vjedqZa/view?usp=drive_link,1LBD_lUy419AmFG5iLbio1rkl8vjedqZa,ok,200,dataset\hdsd_raw\0589_Xylometazolin_0_05_10ml_1_1LBD_lUy419AmFG5iLbio1rkl8vjedqZa.pdf,566864
590,Gastrosanter 400mg+400mg,1,https://drive.google.com/file/d/16Upd05O-Mlb8HGunJrCy-_dekQALjbgw/view?usp=sharing,16Upd05O-Mlb8HGunJrCy-_dekQALjbgw,ok,200,dataset\hdsd_raw\0590_Gastrosanter_400mg_400mg_1_16Upd05O-Mlb8HGunJrCy-_dekQALjbgw.pdf,6067057
591,Incepavit 400 Capsule [400mg],1,https://drive.google.com/file/d/1w_R5dbvM_YACGMuK5glmYq6NvoORzPtc/view?usp=sharing,1w_R5dbvM_YACGMuK5glmYq6NvoORzPtc,ok,200,dataset\hdsd_raw\0591_Incepavit_400_Capsule_400mg_1_1w_R5dbvM_YACGMuK5glmYq6NvoORzPtc.pdf,3930311
593,Depakine 200mg,1,https://drive.google.com/file/d/1Qw8aEbJ3558lC5ERBpgj4LZ7mh1MSM4m/view?usp=drive_link,1Qw8aEbJ3558lC5ERBpgj4LZ7mh1MSM4m,ok,200,dataset\hdsd_raw\0593_Depakine_200mg_1_1Qw8aEbJ3558lC5ERBpgj4LZ7mh1MSM4m.pdf,10325938
594,Lotemax 0.5% (5mg/ml),1,https://drive.google.com/file/d/1sqNJ_eduZHbh3bn4fYpqCW-CIhgJXdaw/view?usp=drive_link,1sqNJ_eduZHbh3bn4fYpqCW-CIhgJXdaw,bad_response:text/html,404,,0
595,Maxxhepa Urso 150 [Ursodeoxycholic acid 150mg],1,https://drive.google.com/file/d/1JqHH87VQpi_g86OF1sucvrRpde0scGv5/view?usp=sharing,1JqHH87VQpi_g86OF1sucvrRpde0scGv5,ok,200,dataset\hdsd_raw\0595_Maxxhepa_Urso_150_Ursodeoxycholic_acid_150mg_1_1JqHH87VQpi_g86OF1sucvrRpde0scGv5.pdf,2589078
596,Pyzacar HCT 100/25mg [Losartan + Hydroclorothiazid],1,https://drive.google.com/file/d/1kCRd_GXHWxna5erf8J5p48ht2LcbgiXv/view?usp=sharing,1kCRd_GXHWxna5erf8J5p48ht2LcbgiXv,ok,200,dataset\hdsd_raw\0596_Pyzacar_HCT_100_25mg_Losartan_Hydroclorothiazid_1_1kCRd_GXHWxna5erf8J5p48ht2LcbgiXv.pdf,6575889
597,Lostad HCT 100/25mg [Losartan + Hydroclorothiazid 100mg/ 25mg],1,https://docs.google.com/document/d/1uWnJJ1dofrUSuXmOHV-Jphi7ouueSvrJ/edit?usp=sharing&ouid=117534694973414002745&rtpof=true&sd=true,1uWnJJ1dofrUSuXmOHV-Jphi7ouueSvrJ,ok,200,dataset\hdsd_raw\0597_Lostad_HCT_100_25mg_Losartan_Hydroclorothiazid_100mg_25mg_1_1uWnJJ1dofrUSuXmOHV-Jphi7ouueSvrJ.pdf,204304
598,Vastec 35 MR [Trimetazidin 35 Mg],1,https://drive.google.com/file/d/1seCg8WsxV9dLfb7vpdo5GVK98yI9Xrzk/view?usp=drive_link,1seCg8WsxV9dLfb7vpdo5GVK98yI9Xrzk,ok,200,dataset\hdsd_raw\0598_Vastec_35_MR_Trimetazidin_35_Mg_1_1seCg8WsxV9dLfb7vpdo5GVK98yI9Xrzk.pdf,2333247
599,Viên Sáng Mắt,1,https://drive.google.com/file/d/1urtlMifkf89R466undsvVc29jOjmTecx/view?usp=drive_link,1urtlMifkf89R466undsvVc29jOjmTecx,ok,200,dataset\hdsd_raw\0599_Viên_Sáng_Mắt_1_1urtlMifkf89R466undsvVc29jOjmTecx.pdf,589223
600,Thyrozol 10mg,1,https://drive.google.com/file/d/1AePw7F3ZvRD3a5mNu2MMXDqxGCIQ8H6s/view?usp=drive_link,1AePw7F3ZvRD3a5mNu2MMXDqxGCIQ8H6s,ok,200,dataset\hdsd_raw\0600_Thyrozol_10mg_1_1AePw7F3ZvRD3a5mNu2MMXDqxGCIQ8H6s.pdf,4620409
601,Hyzaar 50mg/12.5mg,1,https://drive.google.com/file/d/1nvbgIlfogMpriSnk3sp0TOXp29E9p6WY/view?usp=drive_link,1nvbgIlfogMpriSnk3sp0TOXp29E9p6WY,ok,200,dataset\hdsd_raw\0601_Hyzaar_50mg_12_5mg_1_1nvbgIlfogMpriSnk3sp0TOXp29E9p6WY.pdf,5071888
602,Tizadyn 100 [Topiramat 100mg],1,https://drive.google.com/file/d/1h2od42y8B7XenuiMeBUfHJKylgvG5DV2/view?usp=drive_link,1h2od42y8B7XenuiMeBUfHJKylgvG5DV2,ok,200,dataset\hdsd_raw\0602_Tizadyn_100_Topiramat_100mg_1_1h2od42y8B7XenuiMeBUfHJKylgvG5DV2.pdf,4524151
603,Clanoz [Loratadin 10mg],1,https://drive.google.com/file/d/1eVZuRFTE4gCagYXu7zBGy1wdqFCzlhKk/view?usp=drive_link,1eVZuRFTE4gCagYXu7zBGy1wdqFCzlhKk,ok,200,dataset\hdsd_raw\0603_Clanoz_Loratadin_10mg_1_1eVZuRFTE4gCagYXu7zBGy1wdqFCzlhKk.pdf,599259
604,"Voluven 6% 30g/500ml; 4,5g/500ml",1,https://drive.google.com/file/d/1L_tBebSbR6BK-89Ody0TnYfEERv-dTyL/view?usp=drive_link,1L_tBebSbR6BK-89Ody0TnYfEERv-dTyL,ok,200,dataset\hdsd_raw\0604_Voluven_6_30g_500ml_4_5g_500ml_1_1L_tBebSbR6BK-89Ody0TnYfEERv-dTyL.pdf,1893145
605,Lisopress [Lisinopril 5mg],1,https://drive.google.com/file/d/1lYkVP96rGLMj2ZuaFtAy-9EjdWXWxPpW/view?usp=sharing,1lYkVP96rGLMj2ZuaFtAy-9EjdWXWxPpW,bad_response:text/html,404,,0
606,Volulyte 6% 500ml,1,https://drive.google.com/file/d/1piQzPuFezyJGywyZ2Km5kInz6FDE8YtK/view?usp=drive_link,1piQzPuFezyJGywyZ2Km5kInz6FDE8YtK,ok,200,dataset\hdsd_raw\0606_Volulyte_6_500ml_1_1piQzPuFezyJGywyZ2Km5kInz6FDE8YtK.pdf,1407322
607,Cinezolid Injection 2mg/ml,1,https://drive.google.com/file/d/1Lr6-BDhj66W-txvxT_Y65uVvSnPhBpbp/view?usp=drive_link,1Lr6-BDhj66W-txvxT_Y65uVvSnPhBpbp,ok,200,dataset\hdsd_raw\0607_Cinezolid_Injection_2mg_ml_1_1Lr6-BDhj66W-txvxT_Y65uVvSnPhBpbp.pdf,10070890
609,Levofloxacin/cooper solution for infusion 500mg/100ml,1,https://docs.google.com/document/d/18Z0z98EPCRbmxkuSdkE56LLsPlcdG8QZ/edit?usp=sharing&ouid=117534694973414002745&rtpof=true&sd=true,18Z0z98EPCRbmxkuSdkE56LLsPlcdG8QZ,ok,200,dataset\hdsd_raw\0609_Levofloxacin_cooper_solution_for_infusion_500mg_100ml_1_18Z0z98EPCRbmxkuSdkE56LLsPlcdG8QZ.pdf,513030
610,Tamifine 10mg,1,https://drive.google.com/file/d/1e4MBhpL_K8LyQ1IImMHFHHV1GmamSa6y/view?usp=drive_link,1e4MBhpL_K8LyQ1IImMHFHHV1GmamSa6y,ok,200,dataset\hdsd_raw\0610_Tamifine_10mg_1_1e4MBhpL_K8LyQ1IImMHFHHV1GmamSa6y.pdf,1487361
611,Sulpirid 50mg,1,https://drive.google.com/file/d/1WFKspM3_Fmhrxl4GnwofyanDl-EKOvzF/view?usp=drive_link,1WFKspM3_Fmhrxl4GnwofyanDl-EKOvzF,ok,200,dataset\hdsd_raw\0611_Sulpirid_50mg_1_1WFKspM3_Fmhrxl4GnwofyanDl-EKOvzF.pdf,2673286
