row_index,biet_duoc,link_slot,url,file_id,status,http_status,local_path,file_size
218,Cozaar 50mg,1,https://drive.google.com/file/d/13QkJ__Pkrk88pdO6VQnmmHLVPnJV4miR/view?usp=sharing,13QkJ__Pkrk88pdO6VQnmmHLVPnJV4miR,bad_response:text/html,200,,0
218,Cozaar 50mg,2,https://drive.google.com/file/d/13QkJ__Pkrk88pdO6VQnmmHLVPnJV4miR/view?usp=sharing,13QkJ__Pkrk88pdO6VQnmmHLVPnJV4miR,bad_response:text/html,200,,0
219,Cordamil 40mg,1,https://drive.google.com/file/d/13FWLyotb2IjyOT8awcf6o_quXLuUpvpF/view?usp=drive_link,13FWLyotb2IjyOT8awcf6o_quXLuUpvpF,ok,200,dataset\hdsd_raw\0219_Cordamil_40mg_1_13FWLyotb2IjyOT8awcf6o_quXLuUpvpF.pdf,3223883
220,Lacikez 4mg,1,https://drive.google.com/file/d/1Akmr0v39Mgrv6quz7K388a8WYUOl-dQw/view?usp=sharing,1Akmr0v39Mgrv6quz7K388a8WYUOl-dQw,ok,200,dataset\hdsd_raw\0220_Lacikez_4mg_1_1Akmr0v39Mgrv6quz7K388a8WYUOl-dQw.pdf,4562387
221,Tobrex,1,https://drive.google.com/file/d/1Ef3II_qZZL27YyBnxYDljNimlHxwrwf2/view?usp=drive_link,1Ef3II_qZZL27YyBnxYDljNimlHxwrwf2,bad_response:text/html,404,,0
222,Kamelox 15,1,https://drive.google.com/file/d/1IQkKAE90IXndVA0GHeZl5QxfT8nWkd67/view?usp=sharing,1IQkKAE90IXndVA0GHeZl5QxfT8nWkd67,ok,200,dataset\hdsd_raw\0222_Kamelox_15_1_1IQkKAE90IXndVA0GHeZl5QxfT8nWkd67.pdf,1190443
223,"Tonios-0,5",1,https://drive.google.com/file/d/1CT6zqnUVQAqLZBQDHAQdJvvnWuM4vkNR/view?usp=sharing,1CT6zqnUVQAqLZBQDHAQdJvvnWuM4vkNR,ok,200,dataset\hdsd_raw\0223_Tonios-0_5_1_1CT6zqnUVQAqLZBQDHAQdJvvnWuM4vkNR.pdf,11706364
224,"Cratsuca Suspension ""Standard”",1,https://drive.google.com/file/d/1kNf2_V4aurfH7kfaAzVpUsns0A3I8xER/view?usp=drive_link,1kNf2_V4aurfH7kfaAzVpUsns0A3I8xER,ok,200,dataset\hdsd_raw\0224_Cratsuca_Suspension_Standard_1_1kNf2_V4aurfH7kfaAzVpUsns0A3I8xER.pdf,1795863
225,Comiaryl 2mg/500mg,1,https://drive.google.com/file/d/1uhyJqfb9e6Yp_o0A1Yr7AS6KQd03PpgB/view?usp=drive_link,1uhyJqfb9e6Yp_o0A1Yr7AS6KQd03PpgB,ok,200,dataset\hdsd_raw\0225_Comiaryl_2mg_500mg_1_1uhyJqfb9e6Yp_o0A1Yr7AS6KQd03PpgB.pdf,1874739
226,Topamax,1,https://drive.google.com/file/d/1GKHYT6-YKzbGupAUpTCuLigDnow4sFBT/view?usp=drive_link,1GKHYT6-YKzbGupAUpTCuLigDnow4sFBT,bad_response:text/html,404,,0
227,Gyoryg,1,https://drive.google.com/file/d/1vSUL-S85dcRl7DHuZNPQQtNwfzG9ozdN/view?usp=sharing,1vSUL-S85dcRl7DHuZNPQQtNwfzG9ozdN,ok,200,dataset\hdsd_raw\0227_Gyoryg_1_1vSUL-S85dcRl7DHuZNPQQtNwfzG9ozdN.pdf,836888
228,Azopt,1,https://drive.google.com/file/d/1TMVajV_HqVXtn0uvgGbocFmDxSsvQGY0/view?usp=drive_link,1TMVajV_HqVXtn0uvgGbocFmDxSsvQGY0,bad_response:text/html,404,,0
229,Combiwave SF 125,1,https://drive.google.com/file/d/1EJgL8LDjEXtfvCMWsuq7saS82IcoXx95/view?usp=drive_link,1EJgL8LDjEXtfvCMWsuq7saS82IcoXx95,ok,200,dataset\hdsd_raw\0229_Combiwave_SF_125_1_1EJgL8LDjEXtfvCMWsuq7saS82IcoXx95.pdf,9229534
230,Crodnix,1,https://drive.google.com/file/d/1ijuAgPysCakpZ4k_WshnJaomGtGdFoi4/view?usp=drive_link,1ijuAgPysCakpZ4k_WshnJaomGtGdFoi4,ok,200,dataset\hdsd_raw\0230_Crodnix_1_1ijuAgPysCakpZ4k_WshnJaomGtGdFoi4.pdf,2225568
231,Avarus,1,https://drive.google.com/file/d/1Wp0rzDtii6lpP73zqJpGzx2a9n7v3dEP/view?usp=drive_link,1Wp0rzDtii6lpP73zqJpGzx2a9n7v3dEP,ok,200,dataset\hdsd_raw\0231_Avarus_1_1Wp0rzDtii6lpP73zqJpGzx2a9n7v3dEP.pdf,1944938
232,Guarente-8,1,https://drive.google.com/file/d/1P-CrW0qxNAefP3iClAFn8FjNEZ68j_ic/view?usp=sharing,1P-CrW0qxNAefP3iClAFn8FjNEZ68j_ic,ok,200,dataset\hdsd_raw\0232_Guarente-8_1_1P-CrW0qxNAefP3iClAFn8FjNEZ68j_ic.pdf,10563941
233,Autifan 40,1,https://drive.google.com/file/d/1yL0lNu9HUF9mHhUK0ut1ugIpji-IqohH/view?usp=drive_link,1yL0lNu9HUF9mHhUK0ut1ugIpji-IqohH,ok,200,dataset\hdsd_raw\0233_Autifan_40_1_1yL0lNu9HUF9mHhUK0ut1ugIpji-IqohH.pdf,14682371
234,Cruzz-35,1,https://drive.google.com/file/d/19sFESf24M6Bo8R_0s8YpY_iPRbL18VjH/view?usp=drive_link,19sFESf24M6Bo8R_0s8YpY_iPRbL18VjH,ok,200,dataset\hdsd_raw\0234_Cruzz-35_1_19sFESf24M6Bo8R_0s8YpY_iPRbL18VjH.pdf,3298009
235,Kagasdine,1,https://drive.google.com/file/d/1xkp1lVGI7EMQFAzR8NLhfQhjY815spJ9/view?usp=sharing,1xkp1lVGI7EMQFAzR8NLhfQhjY815spJ9,ok,200,dataset\hdsd_raw\0235_Kagasdine_1_1xkp1lVGI7EMQFAzR8NLhfQhjY815spJ9.pdf,8012091
236,Combigan,1,https://drive.google.com/file/d/1FeHK_SWHT_1mDisQ_mbLw8v3G9f75CeT/view?usp=drive_link,1FeHK_SWHT_1mDisQ_mbLw8v3G9f75CeT,bad_response:text/html,404,,0
237,IVABRADINE TABLETS 7.5MG,1,https://drive.google.com/file/d/1Sva6IGL8t3KsG0Rwt3JbPt94y_elSwnf/view?usp=sharing,1Sva6IGL8t3KsG0Rwt3JbPt94y_elSwnf,ok,200,dataset\hdsd_raw\0237_IVABRADINE_TABLETS_7_5MG_1_1Sva6IGL8t3KsG0Rwt3JbPt94y_elSwnf.pdf,3730744
238,Gourcuff-5,1,https://drive.google.com/file/d/1UoPuiDZE0Iq8SfsC3ZifZd6A13c80YrX/view?usp=sharing,1UoPuiDZE0Iq8SfsC3ZifZd6A13c80YrX,ok,200,dataset\hdsd_raw\0238_Gourcuff-5_1_1UoPuiDZE0Iq8SfsC3ZifZd6A13c80YrX.pdf,4148151
239,Itamecardi 10,1,https://drive.google.com/file/d/1NTzN_tkDFSXvDJvXeopngBmuLzP3WOEP/view?usp=sharing,1NTzN_tkDFSXvDJvXeopngBmuLzP3WOEP,ok,200,dataset\hdsd_raw\0239_Itamecardi_10_1_1NTzN_tkDFSXvDJvXeopngBmuLzP3WOEP.pdf,6061752
240,Tributel,1,https://drive.google.com/file/d/16zO87nKPgPU2aM7_ZPVKna4Qz-eA5Adr/view?usp=sharing,16zO87nKPgPU2aM7_ZPVKna4Qz-eA5Adr,ok,200,dataset\hdsd_raw\0240_Tributel_1_16zO87nKPgPU2aM7_ZPVKna4Qz-eA5Adr.pdf,1785471
241,Aubtin 7.5,1,https://drive.google.com/file/d/1GODHVNphGfAmugl8jtgAScyWRqPFEusL/view?usp=drive_link,1GODHVNphGfAmugl8jtgAScyWRqPFEusL,ok,200,dataset\hdsd_raw\0241_Aubtin_7_5_1_1GODHVNphGfAmugl8jtgAScyWRqPFEusL.pdf,1977483
242,Gon sa Ezeti-10,1,https://drive.google.com/file/d/1ulINNkjmey0eDgRAs2DjextnCebifYOP/view?usp=sharing,1ulINNkjmey0eDgRAs2DjextnCebifYOP,ok,200,dataset\hdsd_raw\0242_Gon_sa_Ezeti-10_1_1ulINNkjmey0eDgRAs2DjextnCebifYOP.pdf,8386168
243,Kacetam 800mg,1,https://drive.google.com/file/d/1Nm4a4BQAw1hjBJkw1C9sNq3ka1DvHrO0/view?usp=sharing,1Nm4a4BQAw1hjBJkw1C9sNq3ka1DvHrO0,ok,200,dataset\hdsd_raw\0243_Kacetam_800mg_1_1Nm4a4BQAw1hjBJkw1C9sNq3ka1DvHrO0.pdf,2176791
244,Colistin 2 MIU,1,https://drive.google.com/file/d/1WUCB2K47C29wvyCD4UbPVOqCYYThz1_A/view?usp=drive_link,1WUCB2K47C29wvyCD4UbPVOqCYYThz1_A,ok,200,dataset\hdsd_raw\0244_Colistin_2_MIU_1_1WUCB2K47C29wvyCD4UbPVOqCYYThz1_A.pdf,5210112
245,Atorvastatin 20,1,https://drive.google.com/file/d/1DUtYbNnmxA12ubZQJLLzJClaSBp_Z3O1/view?usp=drive_link,1DUtYbNnmxA12ubZQJLLzJClaSBp_Z3O1,ok,200,dataset\hdsd_raw\0245_Atorvastatin_20_1_1DUtYbNnmxA12ubZQJLLzJClaSBp_Z3O1.pdf,1414971
246,Trichopol,1,https://drive.google.com/file/d/1OFjFt61rvbYOhP7jl44FcDllIf21oknO/view?usp=sharing,1OFjFt61rvbYOhP7jl44FcDllIf21oknO,ok,200,dataset\hdsd_raw\0246_Trichopol_1_1OFjFt61rvbYOhP7jl44FcDllIf21oknO.pdf,2471863
247,Isoday 20,1,https://drive.google.com/file/d/1Vci0qc6WiyD7I5w0pY6BDYLXzSTig7Mt/view?usp=sharing,1Vci0qc6WiyD7I5w0pY6BDYLXzSTig7Mt,ok,200,dataset\hdsd_raw\0247_Isoday_20_1_1Vci0qc6WiyD7I5w0pY6BDYLXzSTig7Mt.pdf,8268725
248,Atithios inj,1,https://drive.google.com/file/d/1Hz1iha7OOm_vBiFcnO5JKPqGZ4xjTQ91/view?usp=drive_link,1Hz1iha7OOm_vBiFcnO5JKPqGZ4xjTQ91,ok,200,dataset\hdsd_raw\0248_Atithios_inj_1_1Hz1iha7OOm_vBiFcnO5JKPqGZ4xjTQ91.pdf,2700823
249,Trolimax,1,https://drive.google.com/file/d/16KZovJUVy87xxq1lqogbHeZU-2Lve3lf/view?usp=sharing,16KZovJUVy87xxq1lqogbHeZU-2Lve3lf,ok,200,dataset\hdsd_raw\0249_Trolimax_1_16KZovJUVy87xxq1lqogbHeZU-2Lve3lf.pdf,1976213
250,Jardiance 25mg,1,https://drive.google.com/file/d/1k62kqpYTGReTPqDGwbPhSZGBAqbzvNJ0/view?usp=drive_link,1k62kqpYTGReTPqDGwbPhSZGBAqbzvNJ0,bad_response:text/html,404,,0
251,"IRBEZYD H 150/12,5",1,https://drive.google.com/file/d/1UDky3VQ2FR5yOMwgzy1mJ62fS4M_yBzP/view?usp=sharing,1UDky3VQ2FR5yOMwgzy1mJ62fS4M_yBzP,ok,200,dataset\hdsd_raw\0251_IRBEZYD_H_150_12_5_1_1UDky3VQ2FR5yOMwgzy1mJ62fS4M_yBzP.pdf,2556304
252,Asentra 50mg,1,https://drive.google.com/file/d/1im8ZqE52vqQMTw3_8ZE2rVhVZiNfPe8o/view?usp=drive_link,1im8ZqE52vqQMTw3_8ZE2rVhVZiNfPe8o,ok,200,dataset\hdsd_raw\0252_Asentra_50mg_1_1im8ZqE52vqQMTw3_8ZE2rVhVZiNfPe8o.pdf,1476131
253,Glucose 5% Kabi,1,https://drive.google.com/file/d/16Ig_Kjezg3AOuJzUNRMDtK3Ix4ZR84Ir/view?usp=drive_link,16Ig_Kjezg3AOuJzUNRMDtK3Ix4ZR84Ir,ok,200,dataset\hdsd_raw\0253_Glucose_5_Kabi_1_16Ig_Kjezg3AOuJzUNRMDtK3Ix4ZR84Ir.pdf,2419351
254,Tyrosur Gel,1,https://drive.google.com/file/d/1SCdqqSs9W0tKUWEqsVd5T2eLlSWPrWM_/view?usp=sharinghttps://drive.google.com/file/d/1SCdqqSs9W0tKUWEqsVd5T2eLlSWPrWM_/view?usp=sharing,1SCdqqSs9W0tKUWEqsVd5T2eLlSWPrWM_,ok,200,dataset\hdsd_raw\0254_Tyrosur_Gel_1_1SCdqqSs9W0tKUWEqsVd5T2eLlSWPrWM_.pdf,1076355
255,"Colisodi 1,0 MIU",1,https://drive.google.com/file/d/1a4p7piaXJWwAZbMqPsHIdQwwRupGM8f5/view?usp=drive_link,1a4p7piaXJWwAZbMqPsHIdQwwRupGM8f5,ok,200,dataset\hdsd_raw\0255_Colisodi_1_0_MIU_1_1a4p7piaXJWwAZbMqPsHIdQwwRupGM8f5.pdf,10309341
256,Colchicin 1mg,1,https://drive.google.com/file/d/1F0m9LMTLjb0c6XrjbVwx2B4zqjLQPjPs/view?usp=drive_link,1F0m9LMTLjb0c6XrjbVwx2B4zqjLQPjPs,ok,200,dataset\hdsd_raw\0256_Colchicin_1mg_1_1F0m9LMTLjb0c6XrjbVwx2B4zqjLQPjPs.pdf,3978357
257,Apidra Solostar,1,https://drive.google.com/file/d/1KnoWlekHrQlwh3GRV2r4SJtiz56-SJK6/view?usp=drive_link,1KnoWlekHrQlwh3GRV2r4SJtiz56-SJK6,bad_response:text/html,404,,0
258,Vacodomtium 20 caps,1,https://drive.google.com/file/d/1cfp9KMJ92LEgmrRQLYKMm8eyH-d-Yz95/view?usp=sharing,1cfp9KMJ92LEgmrRQLYKMm8eyH-d-Yz95,ok,200,dataset\hdsd_raw\0258_Vacodomtium_20_caps_1_1cfp9KMJ92LEgmrRQLYKMm8eyH-d-Yz95.pdf,2134020
259,Anvo-Amiodarone 200mg Tablets,1,https://drive.google.com/file/d/1ZC0moa6BGHjhpNT0q5s773Nd6AmKZORx/view?usp=drive_link,1ZC0moa6BGHjhpNT0q5s773Nd6AmKZORx,ok,200,dataset\hdsd_raw\0259_Anvo-Amiodarone_200mg_Tablets_1_1ZC0moa6BGHjhpNT0q5s773Nd6AmKZORx.pdf,9694480
260,Glucose 20%,1,https://drive.google.com/file/d/1GsL_xpIUtaTsBbYMrwrx2xwkph-E53va/view?usp=sharing,1GsL_xpIUtaTsBbYMrwrx2xwkph-E53va,ok,200,dataset\hdsd_raw\0260_Glucose_20_1_1GsL_xpIUtaTsBbYMrwrx2xwkph-E53va.pdf,5378511
261,Imodium,1,https://drive.google.com/file/d/1wXM8yo-nMWqoz_Dlirjxttvey1FJRIXJ/view?usp=sharing,1wXM8yo-nMWqoz_Dlirjxttvey1FJRIXJ,ok,200,dataset\hdsd_raw\0261_Imodium_1_1wXM8yo-nMWqoz_Dlirjxttvey1FJRIXJ.pdf,2102824
262,Anaropin,1,https://drive.google.com/file/d/1fnj6-Fj2sh5uLn2iFIlHF9bFGLWZW5Jh/view?usp=drive_link,1fnj6-Fj2sh5uLn2iFIlHF9bFGLWZW5Jh,bad_response:text/html,404,,0
263,Amtesius,1,https://drive.google.com/file/d/1lKEoWcEfdCQVEkIlZsrIXC9kSHVH_Jvd/view?usp=drive_link,1lKEoWcEfdCQVEkIlZsrIXC9kSHVH_Jvd,ok,200,dataset\hdsd_raw\0263_Amtesius_1_1lKEoWcEfdCQVEkIlZsrIXC9kSHVH_Jvd.pdf,3641985
264,Humalog Mix 75/25 Kwikpen,1,https://drive.google.com/file/d/1OlYJ_-5AKIrdcG2nmB6Kg_wEbXkjLKeH/view?usp=drive_link,1OlYJ_-5AKIrdcG2nmB6Kg_wEbXkjLKeH,bad_response:text/html,404,,0
265,Cobimet XR 1000,1,https://drive.google.com/file/d/1whVTLjByGcuo2dFiKSJycptKzpIhSDrw/view?usp=drive_link,1whVTLjByGcuo2dFiKSJycptKzpIhSDrw,ok,200,dataset\hdsd_raw\0265_Cobimet_XR_1000_1_1whVTLjByGcuo2dFiKSJycptKzpIhSDrw.pdf,5330607
266,Bupitroy heavy,1,https://drive.google.com/file/d/19vD5AR2hbAk0c-09o-M1pWCCl2DA0Vrn/view?usp=drive_link,19vD5AR2hbAk0c-09o-M1pWCCl2DA0Vrn,ok,200,dataset\hdsd_raw\0266_Bupitroy_heavy_1_19vD5AR2hbAk0c-09o-M1pWCCl2DA0Vrn.pdf,2326309
267,Amoxicilin/Acid clavulanic 500/125,1,https://drive.google.com/file/d/1hFDTss4YTf5uoANmklBWCVCdZOwDJXKu/view?usp=drive_link,1hFDTss4YTf5uoANmklBWCVCdZOwDJXKu,ok,200,dataset\hdsd_raw\0267_Amoxicilin_Acid_clavulanic_500_125_1_1hFDTss4YTf5uoANmklBWCVCdZOwDJXKu.pdf,1470319
268,Vasitimb 10mg/20mg Tablets,1,https://drive.google.com/file/d/1QJHWgojbBR_phfHoimI4nsZQkq-rl_lj/view?usp=sharing,1QJHWgojbBR_phfHoimI4nsZQkq-rl_lj,ok,200,dataset\hdsd_raw\0268_Vasitimb_10mg_20mg_Tablets_1_1QJHWgojbBR_phfHoimI4nsZQkq-rl_lj.pdf,26139869
269,Imatig,1,https://drive.google.com/file/d/1mG9b861lBpIjnu_e9H5kdKzg6XE47IGz/view?usp=sharing,1mG9b861lBpIjnu_e9H5kdKzg6XE47IGz,ok,200,dataset\hdsd_raw\0269_Imatig_1_1mG9b861lBpIjnu_e9H5kdKzg6XE47IGz.pdf,984843
270,Bridotyl,1,https://drive.google.com/file/d/1ic0FehEaph4ATCyyJL-BTJdsOxt-B69y/view?usp=drive_link,1ic0FehEaph4ATCyyJL-BTJdsOxt-B69y,ok,200,dataset\hdsd_raw\0270_Bridotyl_1_1ic0FehEaph4ATCyyJL-BTJdsOxt-B69y.pdf,8564850
271,Vasotrate-30 OD,1,https://drive.google.com/file/d/1J1dXtjElnYKazZYVen8WwdN3XUfGRLrN/view?usp=sharing,1J1dXtjElnYKazZYVen8WwdN3XUfGRLrN,ok,200,dataset\hdsd_raw\0271_Vasotrate-30_OD_1_1J1dXtjElnYKazZYVen8WwdN3XUfGRLrN.pdf,6268388
272,Glucosamin,1,https://drive.google.com/file/d/1kZWbp3uwIFbUzlVvlf5Wc3OXQhO46Tua/view?usp=sharing,1kZWbp3uwIFbUzlVvlf5Wc3OXQhO46Tua,ok,200,dataset\hdsd_raw\0272_Glucosamin_1_1kZWbp3uwIFbUzlVvlf5Wc3OXQhO46Tua.pdf,958616
273,Humalog Kwikpen,1,https://drive.google.com/file/d/1LE9qb88G3c5Ff9sBmOChyPZn5fUSbv1H/view?usp=sharing,1LE9qb88G3c5Ff9sBmOChyPZn5fUSbv1H,ok,200,dataset\hdsd_raw\0273_Humalog_Kwikpen_1_1LE9qb88G3c5Ff9sBmOChyPZn5fUSbv1H.pdf,3798199
274,Amlessa 4mg/10mg Tablets,1,https://drive.google.com/file/d/1se7w1cCsbKUSD91aOj5nm58saGFPvosA/view?usp=sharing,1se7w1cCsbKUSD91aOj5nm58saGFPvosA,ok,200,dataset\hdsd_raw\0274_Amlessa_4mg_10mg_Tablets_1_1se7w1cCsbKUSD91aOj5nm58saGFPvosA.pdf,1606306
275,GliVT 5,1,https://drive.google.com/file/d/1yZUskg28tDTKKFA98RYhiC93OxmrsvKr/view?usp=sharing,1yZUskg28tDTKKFA98RYhiC93OxmrsvKr,ok,200,dataset\hdsd_raw\0275_GliVT_5_1_1yZUskg28tDTKKFA98RYhiC93OxmrsvKr.pdf,1552874
276,Amitriptylin 25mg,1,https://drive.google.com/file/d/1SYKP_SOj4o3lTtGSpwx6x15IUSfF1pZl/view?usp=drive_link,1SYKP_SOj4o3lTtGSpwx6x15IUSfF1pZl,ok,200,dataset\hdsd_raw\0276_Amitriptylin_25mg_1_1SYKP_SOj4o3lTtGSpwx6x15IUSfF1pZl.pdf,12639569
277,CoAprovel,1,https://drive.google.com/file/d/1wpdsr_DcX610hkYl0bsL88A6UGRPt-nv/view?usp=drive_link,1wpdsr_DcX610hkYl0bsL88A6UGRPt-nv,bad_response:text/html,404,,0
278,Bosrelor 90,1,https://drive.google.com/file/d/1E8jhHe_Dxq26elDhDmkzEZ1V1eGI5jGp/view?usp=drive_link,1E8jhHe_Dxq26elDhDmkzEZ1V1eGI5jGp,ok,200,dataset\hdsd_raw\0278_Bosrelor_90_1_1E8jhHe_Dxq26elDhDmkzEZ1V1eGI5jGp.pdf,9295698
279,Aminoplasmal B.Braun 10% E,1,https://drive.google.com/file/d/1MVjFczshHPXex7PnWbKtT7lRw2aWSUie/view?usp=drive_link,1MVjFczshHPXex7PnWbKtT7lRw2aWSUie,bad_response:text/html,404,,0
280,GliVT 10,1,https://drive.google.com/file/d/15SjOyfdTytcA-4d0BZLlkcOfI08MAeGU/view?usp=sharing,15SjOyfdTytcA-4d0BZLlkcOfI08MAeGU,ok,200,dataset\hdsd_raw\0280_GliVT_10_1_15SjOyfdTytcA-4d0BZLlkcOfI08MAeGU.pdf,1667731
281,Clopidogrel/Aspirin Teva 75mg/100mg,1,https://drive.google.com/file/d/1rtGKqfoMet0YwYie1c46XiigPmBvJoHu/view?usp=drive_link,1rtGKqfoMet0YwYie1c46XiigPmBvJoHu,ok,200,dataset\hdsd_raw\0281_Clopidogrel_Aspirin_Teva_75mg_100mg_1_1rtGKqfoMet0YwYie1c46XiigPmBvJoHu.pdf,987079
282,Hemetrex,1,https://drive.google.com/file/d/13FJCXbQY04-hJu4LOka8n6DNbC93rdSC/view?usp=sharing,13FJCXbQY04-hJu4LOka8n6DNbC93rdSC,ok,200,dataset\hdsd_raw\0282_Hemetrex_1_13FJCXbQY04-hJu4LOka8n6DNbC93rdSC.pdf,6201231
283,Bluecan Forte 16mg,1,https://drive.google.com/file/d/1etZpv8_E_ue3EzmzLek1e8ltZqOgnT_a/view?usp=drive_link,1etZpv8_E_ue3EzmzLek1e8ltZqOgnT_a,ok,200,dataset\hdsd_raw\0283_Bluecan_Forte_16mg_1_1etZpv8_E_ue3EzmzLek1e8ltZqOgnT_a.pdf,4036856
284,Aminic,1,https://drive.google.com/file/d/1zH9E9nJNt9cyyrH4-7qjJFmtAlSh-DWx/view?usp=drive_link,1zH9E9nJNt9cyyrH4-7qjJFmtAlSh-DWx,ok,200,dataset\hdsd_raw\0284_Aminic_1_1zH9E9nJNt9cyyrH4-7qjJFmtAlSh-DWx.pdf,2821994
285,Glimsure 1,1,https://drive.google.com/file/d/1-u8RNWJJjc0HePI7T5Idbsz4fVolLtsF/view?usp=sharing,1-u8RNWJJjc0HePI7T5Idbsz4fVolLtsF,ok,200,dataset\hdsd_raw\0285_Glimsure_1_1_1-u8RNWJJjc0HePI7T5Idbsz4fVolLtsF.pdf,8201619
286,Vcard-Am 80 + 5,1,https://drive.google.com/file/d/1J1dXtjElnYKazZYVen8WwdN3XUfGRLrN/view?usp=sharing,1J1dXtjElnYKazZYVen8WwdN3XUfGRLrN,ok,200,dataset\hdsd_raw\0286_Vcard-Am_80_5_1_1J1dXtjElnYKazZYVen8WwdN3XUfGRLrN.pdf,6268388
287,Bonasol Once Weekly 70mg Oral Solution,1,https://drive.google.com/file/d/1nENr2IxZQtR6yCIfAb7II2quinr6C5_J/view?usp=drive_link,1nENr2IxZQtR6yCIfAb7II2quinr6C5_J,ok,200,dataset\hdsd_raw\0287_Bonasol_Once_Weekly_70mg_Oral_Solution_1_1nENr2IxZQtR6yCIfAb7II2quinr6C5_J.pdf,14018362
288,Claminat 1000mg/100mg,1,https://drive.google.com/file/d/10T2IGQI7AWFCQyxWJiqfGhsaVPlfV0z5/view?usp=drive_link,10T2IGQI7AWFCQyxWJiqfGhsaVPlfV0z5,ok,200,dataset\hdsd_raw\0288_Claminat_1000mg_100mg_1_10T2IGQI7AWFCQyxWJiqfGhsaVPlfV0z5.pdf,5801494
289,Dexmedetomidine Invagen,1,https://drive.google.com/file/d/121oeaFneOVYWeU35pgUQOdN_b4rjb7Sb/view?usp=drive_link,121oeaFneOVYWeU35pgUQOdN_b4rjb7Sb,ok,200,dataset\hdsd_raw\0289_Dexmedetomidine_Invagen_1_121oeaFneOVYWeU35pgUQOdN_b4rjb7Sb.pdf,15392298
290,Bixebra 5 mg,1,https://drive.google.com/file/d/13NwSQ1jIjrXyCCDDDP1WHmOh0PeU1wdj/view?usp=drive_link,13NwSQ1jIjrXyCCDDDP1WHmOh0PeU1wdj,ok,200,dataset\hdsd_raw\0290_Bixebra_5_mg_1_13NwSQ1jIjrXyCCDDDP1WHmOh0PeU1wdj.pdf,4921195
291,Amfortgel,1,https://drive.google.com/file/d/1IKdsIeVazhDIyssJqcMTI-DQyej-EUx3/view?usp=drive_link,1IKdsIeVazhDIyssJqcMTI-DQyej-EUx3,ok,200,dataset\hdsd_raw\0291_Amfortgel_1_1IKdsIeVazhDIyssJqcMTI-DQyej-EUx3.pdf,926433
292,Diaprid 2,1,https://drive.google.com/file/d/181305HwFNJZMryipbcYkslUchO6F8wg_/view?usp=drive_link,181305HwFNJZMryipbcYkslUchO6F8wg_,ok,200,dataset\hdsd_raw\0292_Diaprid_2_1_181305HwFNJZMryipbcYkslUchO6F8wg_.pdf,1333341
293,Bivitanpo 100,1,https://drive.google.com/file/d/1tX6DqjicwMcJxXiL7FOoBeDONfx_8hUm/view?usp=drive_link,1tX6DqjicwMcJxXiL7FOoBeDONfx_8hUm,ok,200,dataset\hdsd_raw\0293_Bivitanpo_100_1_1tX6DqjicwMcJxXiL7FOoBeDONfx_8hUm.pdf,4318758
294,"Claminat 1,2g",1,https://drive.google.com/file/d/11oQ1-9KGtcnWEWkkfzjW8V_yNhWPIYRz/view?usp=drive_link,11oQ1-9KGtcnWEWkkfzjW8V_yNhWPIYRz,ok,200,dataset\hdsd_raw\0294_Claminat_1_2g_1_11oQ1-9KGtcnWEWkkfzjW8V_yNhWPIYRz.pdf,4158239
295,Vikonon,1,https://drive.google.com/file/d/1wXki2Uh7dNodcOUue8ng0_3XQboOI4GY/view?usp=sharing,1wXki2Uh7dNodcOUue8ng0_3XQboOI4GY,ok,200,dataset\hdsd_raw\0295_Vikonon_1_1wXki2Uh7dNodcOUue8ng0_3XQboOI4GY.pdf,5376519
296,Amebismo,1,https://drive.google.com/file/d/1bheG1g6-lnCL5gEEOQ3GzrtiCLlPOAxw/view?usp=drive_link,1bheG1g6-lnCL5gEEOQ3GzrtiCLlPOAxw,ok,200,dataset\hdsd_raw\0296_Amebismo_1_1bheG1g6-lnCL5gEEOQ3GzrtiCLlPOAxw.pdf,4448737
297,Vincerol 4mg,1,https://drive.google.com/file/d/1wOJmC6tBb54K-3gDUSTnJKAs_cfkPydU/view?usp=sharing,1wOJmC6tBb54K-3gDUSTnJKAs_cfkPydU,ok,200,dataset\hdsd_raw\0297_Vincerol_4mg_1_1wOJmC6tBb54K-3gDUSTnJKAs_cfkPydU.pdf,5618521
298,Ama-Power,1,https://drive.google.com/file/d/18G7YN3ZtZg5cG2mza_XlHCL5y7LZF2tP/view?usp=drive_link,18G7YN3ZtZg5cG2mza_XlHCL5y7LZF2tP,ok,200,dataset\hdsd_raw\0298_Ama-Power_1_18G7YN3ZtZg5cG2mza_XlHCL5y7LZF2tP.pdf,4399498
299,HCQ,1,https://drive.google.com/file/d/1o2DLsJC97MoqvdP-M37rJAe7pu_aUmi6/view?usp=sharing,1o2DLsJC97MoqvdP-M37rJAe7pu_aUmi6,ok,200,dataset\hdsd_raw\0299_HCQ_1_1o2DLsJC97MoqvdP-M37rJAe7pu_aUmi6.pdf,1984142
300,Gensler,1,https://drive.google.com/file/d/17A-ez_O4sU7SBdgtd_11PbsCYuatBzm-/view?usp=sharing,17A-ez_O4sU7SBdgtd_11PbsCYuatBzm-,ok,200,dataset\hdsd_raw\0300_Gensler_1_17A-ez_O4sU7SBdgtd_11PbsCYuatBzm-.pdf,5086011
